Paru goreng,1,488,39.4,36.5,0.4,Sajikan
Penyu lawar,1,141,23,1.5,7.6,Sajikan
Penyu sate,1,179,22.5,3.5,13.3,Sajikan
Penyu serapah,1,174,13.1,12.2,2.2,Sajikan
Pizza sapi,1,294,17.9,17.5,16.1,Sajikan
Rawon,1,60,5.4,2.5,4,Sajikan
Rempelo ayam,1,108,17.2,4.1,0.4,Sajikan
Rempelo ayam (goreng),1,270,32.3,11.2,9.9,Sajikan
Rendang,1,193,22.6,7.9,7.8,Sajikan
Rujak cingur,1,153,11.3,8.4,8,Sajikan
Sapi rendang,1,193,22.6,7.9,7.8,Sajikan
Sate ayam,1,227,41.3,6.1,1.8,Sajikan
Sate daging kambing,1,211,41.7,4.9,0,Sajikan
Sate daging lembu,1,219,38.9,6.7,0.8,Sajikan
Sate kuah,1,151,14.9,1.3,20,Sajikan
Sate kulit,1,22,3.1,0.1,2.3,Sajikan
Sate perut lembu,1,218,22.6,11.5,6.1,Sajikan
Sate usus,1,19,2.1,1.1,0.2,Sajikan
Soto dengan daging,1,102,2.1,7.5,6.6,Sajikan
Soto tanpa daging,1,82,0.3,6,6.7,Sajikan
Sus isi ragout,1,221,7.5,10.2,24.8,Sajikan
Usus ayam goreng,1,473,45.2,26.3,13.9,Sajikan
Telur ayam dadar,1,251,16.3,19.4,1.4,Sajikan
Telur bebek dadar,1,301,20,23.7,0,Sajikan
Telur ceplok (Menu Pgln),1,240,11,0,0,Sajikan
Telur dadar (Menu Pgln),1,259,11.7,0,0,Sajikan
Telur dadar+terigu (Menu Pgln),1,289,10.7,0,0,Sajikan
Telur puyuh,1,168,12.3,12.7,1.2,Sajikan
Telur rebus (Menu Pgln),1,154,12.2,0,0,Sajikan
Bandeng presto,1,296,17.1,20.3,11.3,Sajikan
Belut dendeng goreng,1,382,55.7,14.1,8,Sajikan
Belut goreng,1,417,25.9,19.4,32,Sajikan
Cumi-cumi goreng,1,265,40.6,10.1,0,Sajikan
Dendeng mujahir goreng,1,598,74.3,26.9,9.2,Sajikan
Empek kapal selam,1,190,13.2,6.6,19.4,Sajikan
Empek kelesan,1,211,12.3,6.1,26.6,Sajikan
Empek tangiri,1,173,7.2,1.2,33.4,Sajikan
Empek-empek belida,1,156,4.2,1.4,31.6,Sajikan
Gurame asam manis,1,192,12.7,10.1,12.7,Sajikan
Ikan mas goreng (Menu Pgln),1,182,18.1,0,0,Sajikan
Ikan mas semur (Menu Pgln),1,225,14.7,0,0,Sajikan
Ikan tongkol (tuna),1,117,23.2,2.7,0,Sajikan
Ikan tongkol masak kuwah,1,119,15.7,3.5,6.1,Sajikan
Kerupuk udang,1,17,0.7,1.5,2.6,Sajikan
Lele dumbo/pecak,1,372,7.8,36.3,3.5,Sajikan
Mujahir acar kuning,1,330,17.8,23.4,12.1,Sajikan
Mujahir goreng,1,416,46.9,23.9,0,Sajikan
Mujahir pepes,1,121,21.7,2.8,0.8,Sajikan
Pecak lele,1,372,7.8,36.3,3.5,Sajikan
Pepes ikan mas,1,209,15.2,11.3,11.8,Sajikan
Petis,1,345,23.8,1.4,59.3,Sajikan
Petis udang,1,345,23.8,1.4,59.3,Sajikan
Tenggiri,1,109,21.5,2.6,0,Sajikan
Teri blado,1,365,23.7,22.3,17.5,Sajikan
Bayam kukus,1,30,1.3,0.7,5.8,Sajikan
Bayam rebus,1,23,1.2,0.6,3.7,Sajikan
Botok lamtoro,1,186,11.7,9.7,13,Sajikan
Brongkos,1,141,15.3,3.3,12.6,Sajikan
Buncis rebus,1,30,2.2,0.2,6.4,Sajikan
Buntil daun talas,1,141,4.4,10.2,8,Sajikan
Gado-gado,1,203,6.7,8.7,24.6,Sajikan
Gudeg,1,160,3.3,9.2,16,Sajikan
Kac. panjang rebus (Menu Pgln),1,38,2.4,0,0,Sajikan
Keredok,1,92,2.2,3.3,14.1,Sajikan
Ketoprak,1,153,7.9,7.7,13,Sajikan
Kripik bayam,1,586,4.9,40.6,50.2,Sajikan
Pecel,1,243,11.14,12.53,31.72,Sajikan
Sayur asem,1,29,0.7,0.6,5,Sajikan
Sayur daging ayam (Menu Pgln),1,451,27.2,0,0,Sajikan
Sayur daging sapi (Menu Pgln),1,239,21.7,0,0,Sajikan
Sayur kacang merah (Menu Pgln),1,321,17.4,0,0,Sajikan
Sayur lodeh,1,240,9.08,12.45,30.65,Sajikan
Sayur lodeh (Menu Pgln),1,108,1.9,0,0,Sajikan
Sayur sop,1,27,1.3,2,1,Sajikan
Sayur sosin (Menu Pgln),1,18,1.9,0,0,Sajikan
Sayur soup (Menu Pgln),1,61,1.4,0,0,Sajikan
Sayur tahu sosin (Menu Pgln),1,92,4.3,0,0,Sajikan
Sayur tahu toge (Menu Pgln),1,114,3.4,0,0,Sajikan
Sayur telur wortel (Menu Pgln),1,140,10.7,0,0,Sajikan
Sayur tempe (Menu Pgln),1,161,9.3,0,0,Sajikan
Semur jengkol,1,77,1.8,2.4,12.1,Sajikan
Semur jengkol kacang kedele,1,212,6,8.7,29.1,Sajikan
Semur telur (Menu Pgln),1,178,5,0,0,Sajikan
Soto,1,135,2.5,8.8,11.5,Sajikan
Toge goreng,1,88,3.2,2.1,14,Sajikan
Tumis Jagung sayur,1,201,3.7,14.1,27.1,Sajikan
Tumis bayam (Menu Pgln),1,193,2,0,0,Sajikan
Tumis bayam + santan,1,48,1.4,4.2,2.6,Sajikan
Tumis kangkung (Menu Pgln),1,92,2.5,0,0,Sajikan
Tumis ketang (Menu Pgln),1,120,1.9,0,0,Sajikan
Tumis labu siam (Menu Pgln),1,88,0.7,0,0,Sajikan
Tumis teri +buncis (Menu Pgln),1,158,33.5,0,0,Sajikan
Cerelac,1,418,9,15.5,68.9,Sajikan
Enfamil,1,525,11.8,29,55,Sajikan
Es krim (coconut milk),1,47,0.9,0.5,9.8,Sajikan
LLM,1,481,20,21,0,Sajikan
Lactogen,1,464,21.6,19,51.6,Sajikan
Morinaga,1,515,13,27,55.1,Sajikan
Promil,1,460,20,18,55,Sajikan
Promina,1,409,12.57,8.78,71.92,Sajikan
S.G.M,1,461,20,18,54.7,Sajikan
Sustagen HP,1,1540,94,14,260,Sajikan
Susu full cream,1,502,27,26,40,Sajikan
Bakpau,1,239,12.2,2.6,41.6,Sajikan
Bakso,1,190,10.3,6.3,23.1,Sajikan
Berondong,1,60,0.6,0.1,14.3,Sajikan
Bika ambon,1,158,2.1,0.2,37,Sajikan
Biskuit mahal (Menu Pgln),1,350,8,0,0,Sajikan
Cake (bolu),1,435,7.1,19.8,57.1,Sajikan
Coklat (Menu Pgln),1,472,2,0,0,Sajikan
Cucur,1,145,2.39,1.28,31.36,Sajikan
Dawet,1,878,11.25,14.9,175.37,Sajikan
Donat,1,357,9.4,10.4,56.5,Sajikan
Geplak,1,350,1.4,14.4,53.6,Sajikan
Kelepon,1,215,3.7,3.7,41.8,Sajikan
Kue bakpia,1,272,3.7,6.7,44.1,Sajikan
Kue karo,1,110,2,0.9,23.4,Sajikan
Kue wijen,1,565,18.2,38.4,36.8,Sajikan
Lapis legit,1,389,6.6,15.7,55.5,Sajikan
Ledre pisang,1,405,4.8,5.1,84.9,Sajikan
Lempog durian,1,320,3.5,5.7,63.7,Sajikan
Lupis ketan,1,164,1.8,2.1,34.5,Sajikan
Mendoan,1,92,4.89,1.04,16.19,Sajikan
Mendut/mata kebo,1,86,3.11,1.19,16.35,Sajikan
Mpek-mpek,1,182,9.2,3.8,27.8,Sajikan
Nopia spesial,1,387,5.3,7.6,74.3,Sajikan
Pisang getuk,1,144,1.1,0.4,34.1,Sajikan
Pisang goreng,1,132,1.4,3.8,23.1,Sajikan
Pisang kripik lampung,1,485,1.7,22.2,69.7,Sajikan
Pudding (Menu Pgln),1,194,1.9,0,0,Sajikan
Putu cangkir,1,304,5.3,7,54.9,Sajikan
Rujak,1,228,7.6,15.5,14.5,Sajikan
Sagon,1,84,0.98,1.1,18.1,Sajikan
Satru ponorogo,1,380,13.9,2.1,76.4,Sajikan
Sempril sagu,1,477,0.7,18.4,77.3,Sajikan
Suwir-suwir,1,317,0.5,0.9,84.2,Sajikan
Taro,1,523,5.8,28.2,61.3,Sajikan
Wafer,1,53,2.7,28.7,66.7,Sajikan
Wajit camilan,1,303,6.3,2.7,63.3,Sajikan
Wedang jahe,1,59,0.14,0.09,15.07,Sajikan
Wedang jeruk,1,60,0.12,0.03,15.75,Sajikan
Widaran,1,424,1.3,10.7,80.7,Sajikan
Wingko babat,1,355,3.2,15.1,51.4,Sajikan
Yangko,1,254,3,1.1,58.1,Sajikan
